ID,Primer nombre,Segundo nombre,Primer apellido,Segundo apellido,Edad,Estatura (cm),Peso (kg),RH,Profesión,N. hijos,Hobby,Deporte,Mes_nro,Sexo,Grupo,Beta,Uniforme,Gamma,Y1,Y2,Y3,Y4,Z
2025_04_1113,Baltasar,Julián,Bermúdez,Benítez,73,176.77,73.94,O+,administración de empresas,1,pintar,Bodyboard,12,Masculino,01,,1704.0727694902516,2009.6671060367892,8525.363847451259,96988.0733212881,100.05627958868122,482491.22954626987,3677330.377865893
2025_04_1114,Carlos,Víctor,Rojas,Castro,75,173.3,59.04,A+,ingeniería civil,3,surf,Pentatlón,5,Masculino,01,1719.836968191794,1160.1804980038276,2007.554912774836,5805.902490019138,94633.38674708098,70.11724837165417,1242457.348485308,3445478.8388736076
2025_04_1115,,Salvador,Bustamante,Tovar,43,169.5,70.67,B+,psicología,1,leer,Karate,7,Masculino,01,1395.7790008248107,1262.4237186522223,2032.13404683754,6317.1185932611115,88889.60142162241,211.09782587281498,-909756.0699035414,2797874.1202428825
2025_04_1116,,Daniel,Salazar,,50,171.05,87.72,AB+,contaduría,1,senderismo,Voleibol,6,Masculino,01,1645.4423500383002,1853.8063064023358,2011.3339993859497,9274.031532011679,93258.86698234451,42.77491850250221,-1164261.5941922688,3300157.731608612
2025_04_1117,,Yahir,Figueroa,,39,170.48,66.95,B-,psicología,1,senderismo,Apnea,11,Masculino,01,2492.3433506190727,2975.238638349807,2024.2139942356969,14881.193191749035,110583.28683945237,83.23383845037873,-263740.85066765844,4999566.894429894
2025_04_1118,Froilán,Abel,Serrano,Vásquez,31,173.8,65.01,A+,ciencias de la computación,0,tocar guitarra,Snorkel,11,Masculino,01,967.259128214481,1899.7991885239594,2018.3008849306366,9503.995942619797,79904.20911220871,186.04612678061932,550956.5322424502,1944021.252371582
2025_04_1119,Octavio,Santiago,Zamora,Maldonado,51,169.0,64.23,O-,contaduría,2,ajedrez,Patinaje,10,Masculino,01,999.6205696949188,551.9680998844526,2029.736751296276,2764.840499422263,80894.51393278665,212.12333140761302,1341774.2840173214,2002004.97988926
2025_04_1120,Adolfo,Emiliano,Arango,Gómez,70,166.95,73.69,AB-,diseño gráfico,3,tocar guitarra,Gimnasia rítmica,5,Masculino,01,1918.104457237429,1011.9862725562609,2005.9724700079425,5064.931362781304,98551.26324498685,192.72893203569396,1690482.1066388323,3841272.845837639
2025_04_1121,Rubén,Lucas,Bravo,Paredes,58,173.06,68.92,AB-,educación,4,bailar,Tiro deportivo,5,Masculino,01,1556.676993810821,2568.495975173645,,12847.479875868226,91630.24913714135,67.28477543075887,325823.9055448022,3126200.46749751
2025_04_1122,César,Luciano,Medina,Camacho,32,171.12,84.56,O-,contaduría,0,astronomía,Billar,9,Masculino,01,,1358.1433884356557,2039.3847261322849,6795.716942178278,93496.43192500499,57.626958122783776,1063940.8258722755,3237283.7310458217
2025_04_1123,César,Ezequiel,Ortiz,Alonso,59,162.18,87.56,A+,arquitectura,0,origami,Patinaje,7,Masculino,01,2012.5022305282494,1178.235779112677,2014.7210777903774,5896.178895563385,100701.67694427632,166.8028588265318,852178.5942850703,4030899.639952062
2025_04_1124,Luis,Eugenio,Morales,Flores,39,163.71,71.96,A+,administración de empresas,0,escribir,BMX,10,Masculino,01,1493.8803230643198,2093.338697462178,2017.6181868104673,10471.693487310891,90416.15206560041,126.99096243790926,1700681.1230704773,2998231.3396159504
2025_04_1125,Javier,Marcelo,García,Campos,31,182.43,71.88,O-,diseño gráfico,1,origami,Béisbol,3,Masculino,01,973.1976268349106,1080.4134895191842,2021.191940818282,5407.06744759592,80109.71076124668,139.1236224396496,-682538.1417990825,1951801.3211174172
2025_04_1126,Marcelo,Gustavo,Blanco,Flores,30,170.9,71.31,A-,química,1,meditación,Bolos,7,Masculino,01,1914.4110650834957,1257.0289200053726,2023.7911694261263,6290.1446000268625,99011.9563844537,186.8556615602432,284600.71124227415,3835111.2747670184
2025_04_1127,Elías,Simón,Zapata,Navarro,69,176.29,71.37,A-,diseño gráfico,2,surf,Crossfit,7,Masculino,01,2197.3209729548666,1872.8376023420783,2029.8289480520916,9369.188011710392,104851.28790066009,37.5188342739957,-91405.7395015969,4404010.1339214435
2025_04_1128,Gaspar,Carlos,Silva,,44,171.89,72.9,B-,derecho,0,cine,Fútbol sala,12,Masculino,01,1362.4010666850095,1980.7645604671393,2016.4145051982669,9908.822802335697,87750.4564896482,325.7978653172466,-1911232.373796141,2734709.9561723545
2025_04_1129,Esteban,Mario,Castro,Venegas,39,170.7,64.95,AB+,diseño gráfico,4,meditación,Breakdance,8,Masculino,01,1193.718252196159,2446.083136383886,2017.3062100583707,12235.41568191943,84403.55134567429,137.17780491640735,141304.97030828637,2399670.9200742375
2025_04_1130,Javier,Julio,Rincón,Blanco,38,168.83,66.89,A+,arquitectura,1,cine,Capoeira,7,Masculino,01,1159.7140539124664,1636.8156088580463,2012.6444321522424,8189.078044290231,83583.6140428166,51.03081018985719,-863105.3495258936,2327616.185869223
2025_04_1131,Ricardo,Orlando,Valencia,Rosales,31,168.98,77.37,A-,educación,2,dibujo,Paracaidismo,11,Masculino,01,1402.072766195441,1942.4529253298738,2018.2016602169979,9717.264626649368,88597.50513041875,124.1840949896912,936923.9442690269,2813861.7970175315
2025_04_1132,Rodrigo,Tomás,Solís,Ortiz,69,174.89,75.18,O+,ingeniería civil,2,programación,Waterpolo,1,Masculino,01,,1180.3360140241268,2018.9910071769878,5906.680070120634,90294.52911014484,295.11072296136706,-1003212.4844734373,2977385.5695536416
2025_04_1133,Felipe,Alejandro,Castro,Reyes,39,166.01,56.36,AB+,arquitectura,3,origami,Windsurf,7,Masculino,01,984.4205835175391,1917.8884352808263,2031.8798895340929,9594.442176404133,80654.80835637357,69.88307314464896,680066.8499567946,1978434.6092114823
2025_04_1134,Santiago,David,Silva,Galarza,55,173.24,70.24,AB-,derecho,1,leer,Paracaidismo,5,Masculino,01,1784.310930303086,1043.2192588446665,2012.1984550140783,5221.096294223333,96062.17225648407,153.52809092416135,-845381.5934867171,3573841.9569003955
2025_04_1135,Jaime,Pedro,Cardona,,68,172.76,58.33,O-,ingeniería mecánica,3,pintar,Equitación,1,Masculino,01,2049.694243891679,1286.201074286439,2029.661109263915,6436.005371432195,101893.71815575103,124.3383866860292,25868.206543956185,4105823.4931547903
2025_04_1136,Yahir,Hugo,Castro,Cabrera,46,170.25,75.98,AB-,química,0,bailar,Skateboarding,12,Masculino,01,1510.420617062704,2509.240477936503,2005.4630420832088,12551.202389682514,90382.30360375035,78.75095355015306,508688.28504604334,3033391.4365150905
2025_04_1137,Rafael,Ángel,Ruiz,Bravo,46,167.8,68.98,B-,contaduría,1,leer,Halterofilia,6,Masculino,01,,,2014.060092754136,6285.657034092305,96533.35682617725,187.13843794915653,-533467.9369100397,3616440.0613894076
2025_04_1138,Leonardo,Rafael,Ruiz,Lozano,47,172.33,84.4,AB+,periodismo,2,escribir,Pesca deportiva,10,Masculino,01,1707.7540438942117,1142.391266920819,2007.3102134016515,5716.956334604094,94384.38727993378,170.41358861799526,2067085.0122393942,3421224.0441230275
2025_04_1139,Ramiro,Gerardo,Ortiz,Padilla,45,183.13,69.91,AB-,educación,2,escribir,Bádminton,12,Masculino,01,2354.247159450966,2169.974913441348,,10854.874567206738,107398.59450043752,78.86622329201224,-90010.67219748319,4719348.193469139
2025_04_1140,Lorenzo,Bruno,Lozano,Suárez,67,168.54,67.5,B+,psicología,2,pintar,Karate,11,Masculino,01,,2449.3467563136464,2009.7363382215917,12251.733781568233,78895.70425640461,177.244009449566,59152.34462904635,1871612.144757254
2025_04_1141,Oscar,Ricardo,Torres,,73,178.66,60.63,A+,derecho,2,astronomía,Parapente,12,Masculino,01,854.1373037351173,2235.652020643203,2019.7422928636706,11183.260103216015,77685.01486061246,177.68660659621017,1808164.8454479964,1719456.8675734506
2025_04_1142,Rafael,Bruno,Molina,,55,175.45,54.15,AB-,química,1,cocinar,Kayak,2,Masculino,01,1130.5168280625678,1414.6423463997285,,7078.211731998643,83592.01082775457,186.48485333514918,-403229.82863726735,2268110.8678571344
2025_04_1143,Leonardo,Héctor,Escobar,Alonso,68,166.24,87.58,AB+,historia,1,dibujo,Aeróbicos,3,Masculino,01,1843.810858961444,2261.459623986919,2016.0701077819042,11312.298119934594,97368.32041268601,88.40409080168772,424335.97613019473,3698933.0160428225
2025_04_1144,David,Facundo,Sanabria,Peña,59,162.2,69.5,B+,filosofía,3,cocinar,Kitesurf,4,Masculino,01,2177.9191365735214,2957.3689629672535,2015.569025782497,14791.844814836268,104035.45350494533,261.51928415223915,-380608.5781922364,4370629.117961879
2025_04_1145,Wilmer,Emiliano,Arellano,Valencia,79,173.5,68.59,B+,enfermería,0,cocinar,Equitación,8,Masculino,01,982.7845419955165,873.5574222783964,2001.872161821722,4372.787111391982,79721.855694562,78.93478936391858,-66161.3153971755,1969940.871102425
2025_04_1146,,Ramiro,Molina,Benítez,71,165.39,72.38,O-,ingeniería civil,2,leer,Patinaje,11,Masculino,01,2068.3493616969677,1093.239750763741,2008.1184775572408,5471.198753818706,101620.54156065658,194.7744625465885,-1749872.9519706313,4142168.922147754
2025_04_1147,Gabriel,Esteban,Ruiz,Salazar,69,175.37,73.79,AB+,ingeniería mecánica,1,programación,Voleibol,9,Masculino,01,2024.4274830043953,2379.582382153787,2014.1322132813063,11902.911910768935,100922.5160585271,89.8723945847094,-841176.9610497756,4060756.87791956
2025_04_1148,None,Fernando,Murillo,,42,162.81,68.58,B+,psicología,1,origami,Zumba,8,Masculino,01,2165.250647471852,2406.4336445794625,2033.0064446796355,12037.168222897311,104305.2062898261,94.60324143566248,-2862.0146569720237,4342537.463166602
2025_04_1149,Hugo,Roberto,Tapia,,79,169.67,58.54,A-,ciencias de la computación,5,yoga,Rugby,1,Masculino,01,1278.22491879731,2779.7045854628273,2039.4386249683876,13903.522927314136,86757.65712499783,82.16804225321393,167979.24131067336,2570352.360521934
2025_04_1150,Álvaro,Adolfo,Díaz,Gómez,37,176.64,63.27,B+,ingeniería civil,2,meditación,E-sports,6,Masculino,01,1885.5403122033456,2474.1429717396704,2005.269900766258,12375.714858698353,97878.90326705464,82.31165232799177,571783.5296243164,3783455.3392653894
2025_04_1151,Rubén,Agustín,Rivera,Blanco,59,171.42,80.5,A-,periodismo,6,leer,Baloncesto,11,Masculino,01,1064.5179196846816,2744.5236540735123,2025.0329340027356,13727.618270367562,82051.3464137757,77.26135132318014,-708770.2702373137,2142762.4576397305
2025_04_1152,José,Emilio,Figueroa,Herrera,41,168.94,67.59,B-,arquitectura,2,coleccionar figuras,Atletismo,6,Masculino,01,1774.2284851452177,1452.7688926979022,2043.9582271404904,7268.844463489511,96813.31651711906,175.3349011250285,604998.2040934298,3555724.814753925
2025_04_1153,Ricardo,Abel,Flores,Gómez,66,170.09,69.72,B+,relaciones internacionales,4,surf,Natación,10,Masculino,01,1838.2737482271489,1515.7286624152575,2028.2688753969496,7583.643312076288,97623.54122645146,165.34187304227268,597707.1643020842,3684130.1397663737
2025_04_1154,Manuel,Rodrigo,Navarro,Barrios,46,170.44,71.22,AB-,química,0,tocar guitarra,Pilates,6,Masculino,01,1194.38428536132,2466.298982627172,2023.6760456934217,12336.494913135859,84607.96707802906,76.66671163038794,-19385.31244508532,2401104.0656357757
2025_04_1155,Josué,Simón,Villalobos,,47,170.23,65.09,AB+,filosofía,1,tocar guitarra,Equitación,7,Masculino,01,2075.845735915772,607.3930542365165,2013.3222578784348,3041.9652711825825,101926.58245466849,175.93258719890312,1887794.3844018797,4154732.437102726
2025_04_1156,Diego,Facundo,Torres,Peralta,43,163.86,69.72,O+,relaciones internacionales,0,cocinar,Crossfit,12,Masculino,01,2351.3830483298498,1967.471943355724,2014.6301105995663,9842.359716778621,107476.56428458399,119.73630103443358,1248657.627691986,4712607.456376478
2025_04_1157,Luis,Julián,Godoy,Mejía,32,169.37,83.5,O+,relaciones internacionales,1,astronomía,Halterofilia,5,Masculino,01,1145.4650312679044,1998.7878476694227,2015.375319820468,9998.939238347113,83380.56021997212,102.4673637385063,849687.5661008266,2300928.001774156
2025_04_1158,Ulises,Leonardo,Silva,Arellano,69,175.77,69.79,A+,economía,7,ajedrez,Senderismo,7,Masculino,01,882.2182325802067,2415.310804484966,2014.0786584040743,12081.554022424829,78076.72440372636,302.7039238496332,1334285.5198566383,1776517.0191828383
2025_04_1159,Lucas,Isaac,Castro,Silva,74,166.12,76.0,O-,ingeniería civil,0,tocar guitarra,Esgrima,1,Masculino,01,,2649.0824857250327,2020.462085337572,13250.412428625164,100259.83998537435,196.15965972641447,1220307.151564955,3976847.154953344
2025_04_1160,,Mateo,Vásquez,Murillo,31,169.28,54.71,A+,ingeniería civil,0,senderismo,Esquí,6,Masculino,01,1294.0481049314571,1494.767953206569,2018.8407468584526,7478.839766032845,86456.18450438272,81.47242523583104,1116972.2620649885,2595574.0496289474
2025_04_1161,Ángel,Froilán,Ramírez,Del Valle,35,173.88,72.88,AB+,sociología,1,bailar,Ping pong,2,Masculino,01,1365.934491810299,609.1585522702063,2018.4968307342615,3050.7927613510315,87883.59475823383,420.4444716631957,682842.0736793586,2734918.776381949
2025_04_1162,Ricardo,None,Trejo,Mendoza,62,167.06,81.14,A+,educación,0,cocinar,Natación,5,Masculino,01,1274.7630655727485,763.313985522984,2010.9310359801514,3821.56992761492,85833.1923908595,105.14590419127728,773672.13348347,2553346.701073112
2025_04_1163,Javier,Héctor,Arellano,Silva,36,179.24,72.69,A-,administración de empresas,3,pintar,Enduro,5,Masculino,01,1159.5233601165078,1382.5026009560934,2012.5758581276746,6917.513004780467,83577.74294616039,287.0837126457021,1153022.1350972522,2325963.233237796
2025_04_1164,Víctor,Raúl,Trejo,Vega,67,172.71,69.26,O-,ingeniería civil,5,ajedrez,Muay thai,9,Masculino,01,1367.7084371259525,1495.2580225687398,2008.4742371280838,7481.290112843699,87618.39585636156,108.74436355795154,993240.9542565667,2742897.1643647486
2025_04_1165,Camilo,Nahuel,Carrasco,Galarza,34,175.9,73.48,A+,economía,3,ajedrez,BMX,8,Masculino,01,1634.6099207597335,2083.559571959729,2016.2519494970938,10422.797859798646,93189.75690010749,86.02102545188043,788045.6437829387,3279641.6393792657
2025_04_1166,Alonso,Facundo,Jiménez,Romero,35,167.52,65.16,AB-,medicina,2,meditación,Kickboxing,7,Masculino,01,1767.5618977161369,2250.5488804400147,2010.1240264506478,11257.744402200075,95664.95874784217,95.85200292797342,-337925.44098233565,3546380.5398344737
2025_04_1167,Benjamín,Salvador,Reyes,Bustamante,54,159.93,63.49,B+,diseño gráfico,4,leer,Bodyboard,3,Masculino,01,1492.5173492897818,1950.1224802685026,2008.6591369590976,9755.612401342512,90120.12109456857,74.25468479482677,-368665.3529810103,2994789.3109809062
2025_04_1168,Octavio,Víctor,Ardila,Vega,53,168.65,67.17,O+,medicina,0,programación,Snowboard,12,Masculino,01,2135.6320909577043,654.0381161643592,,3275.1905808217957,103287.21654068663,32.69951955319347,1650697.0721876845,4274538.3724962305
2025_04_1169,Mario,David,Rincón,Zamora,77,157.66,61.15,AB+,educación,3,ajedrez,Pesca deportiva,8,Masculino,01,2001.6156731869905,1996.0176093708274,,9985.088046854136,101080.02751638438,145.10027334436046,-205503.15324938676,4013215.434420835
2025_04_1170,Mauricio,Orlando,Sanabria,Montoya,35,176.7,70.35,AB-,historia,1,fotografía,Caza,3,Masculino,01,,2055.55984594713,,10282.799229735649,83797.4485156649,87.35011895063363,411766.3828237801,2321374.205564726
2025_04_1171,Felipe,Antonio,Beltrán,Escobar,61,173.49,65.21,AB-,psicología,2,ajedrez,Windsurf,7,Masculino,01,1707.5647535437702,2803.0481912168566,2006.9437785423231,14020.240956084283,94369.60842714511,86.0223793486477,-841644.9809027675,3429148.7480436247
2025_04_1172,Baltasar,Bruno,Aguilar,Martínez,52,169.16,61.62,B-,diseño gráfico,4,yoga,Ciclismo,9,Masculino,01,1290.4125993776743,1930.9573177413638,2042.582930751565,9659.786588706818,87095.73991010044,266.77538475851276,766845.0180746262,2590483.9853440556
2025_04_1173,Iván,Luis,Ibarra,Peña,45,167.88,58.42,A-,biología,5,yoga,Pilates,8,Masculino,01,1610.6887244377244,1742.3046028628248,2013.579393831724,8716.523014314123,92631.1563037062,84.66081440371698,-57731.48488742791,3230092.9718897627
2025_04_1174,,Wilmer,Aguilar,Rosales,79,171.76,75.63,B-,relaciones internacionales,0,leer,Fútbol,6,Masculino,01,2350.1813417379176,2687.669165375231,2020.8383476060335,13443.345826876155,107638.77726293936,84.43250178356023,553703.2924830294,4713805.029302712
2025_04_1175,Iván,Simón,Figueroa,Ramos,71,169.07,58.44,A-,psicología,4,meditación,Esquí,6,Masculino,01,1078.854933390023,2315.3198628192627,2017.2223101311847,11581.599314096313,82103.767971736,66.48315687469878,1039434.4424341727,2169290.4660941423
2025_04_1176,Javier,Eduardo,Cruz,Camacho,72,167.95,70.58,AB-,diseño gráfico,2,yoga,Lucha libre,4,Masculino,01,862.3815314584747,2537.249429256801,2048.681579397259,12691.247146284004,78718.07801108726,95.1528377230438,-1271676.2982700735,1737453.3100632334
2025_04_1177,Guillermo,Ulises,Cruz,Esquivel,56,171.05,89.08,B+,psicología,0,coleccionar figuras,Fútbol,5,Masculino,01,1491.9899433150758,825.0815625610709,2018.2700801275566,4130.407812805354,90397.90127012822,97.19755826285864,-1221321.086897829,2988109.2944429573
2025_04_1178,Nahuel,Bruno,Arellano,,47,176.62,63.93,A-,arquitectura,3,ajedrez,Triatlón,1,Masculino,01,,2937.5740527528815,2007.6784743806033,14692.870263764407,95670.37312233963,130.02481647459373,591254.395367153,3557693.7593559166
2025_04_1179,Lorenzo,Álvaro,Venegas,Ortiz,74,165.66,51.5,AB-,educación,2,coleccionar figuras,Waterpolo,10,Masculino,01,,1690.6481476198082,2045.4985990572454,8458.24073809904,88304.56933178229,161.93297074802592,-436369.9289362178,2701418.3767445916
2025_04_1180,Rafael,Facundo,Castro,Godoy,33,165.98,64.31,B-,ingeniería mecánica,2,tocar guitarra,Escopeta olímpica,5,Masculino,01,1692.5834400284928,1340.5351416375117,2024.1703268407782,6707.6757081875585,94586.7786057932,156.7866789761364,407687.6882372282,3391873.5557651734
2025_04_1181,Roberto,Roberto,Molina,Alvarado,65,160.49,60.01,AB-,derecho,3,dibujo,Bolos,4,Masculino,01,843.5112268698522,1168.6180013586427,2015.4578785288559,5848.090006793213,77343.96089326273,50.48851600393362,1512978.7191935875,1692869.5437464975
2025_04_1182,Víctor,Santiago,Ruiz,Martínez,30,171.04,61.59,B+,sociología,4,ajedrez,Motociclismo,7,Masculino,01,2325.682967851299,,2012.8382346375,7213.600240645796,106908.80639615098,256.4655773466964,485188.535016742,4658578.535943244
2025_04_1183,Julián,Felipe,Valenzuela,Blanco,50,168.67,61.4,B+,administración de empresas,2,fotografía,Dominó deportivo,3,Masculino,01,1738.6344618716812,1068.5151221986002,,5347.575610993001,95319.68366535722,110.04615424630843,1004302.6186455238,3482615.4993543555
2025_04_1184,Manuel,Baltasar,Valencia,,77,167.48,73.8,B+,ingeniería civil,2,fotografía,BMX,7,Masculino,01,2089.2403514482603,951.3593837482301,,4761.796918741151,102612.76236042407,128.1226812309338,2101448.6008411343,4183241.4998152615
2025_04_1185,Gaspar,Simón,Bravo,Romero,30,171.67,65.65,AB-,enfermería,1,dibujo,Buceo,10,Masculino,01,974.4325152438969,1959.9357630529237,2048.9473224514722,9804.678815264619,80967.0699784221,222.52515472790563,-1523333.9129012914,1958668.7093030585
2025_04_1186,Raúl,Ulises,Alvarado,Beltrán,60,171.17,75.57,A-,administración de empresas,1,fotografía,Caza,12,Masculino,01,1581.2729099475407,930.2826798433088,2033.779524119186,4656.413399216543,92648.8439225264,206.7214145115757,-30989.10881806063,3167201.233294298
2025_04_1187,Camilo,Patricio,Sánchez,Mejía,39,169.85,71.37,AB+,periodismo,3,yoga,Apnea,9,Masculino,01,1789.9197089443187,850.3929347038693,2036.6104881364079,4256.964673519346,96906.7088229786,217.55508909725566,-1726559.444399013,3584095.3825621568
2025_04_1188,Valentín,Gaspar,Beltrán,Cardona,78,163.81,68.97,B-,administración de empresas,2,cine,Ping pong,7,Masculino,01,1954.8008156861772,2072.125524127162,2023.480469426342,10365.627620635809,99810.43039651381,155.68409014591307,1181691.5229538772,3919966.2589929905
2025_04_1189,Rodrigo,Raúl,Celis,Zamora,56,162.68,72.04,A+,biología,0,meditación,Ultramaratón,11,Masculino,01,1649.1149104876524,1187.3332951525804,,5941.666475762902,93379.42527712083,55.51961973737604,602157.612326479,3304170.487451068
2025_04_1190,Yahir,David,Valenzuela,,67,166.47,90.5,A-,filosofía,2,programación,Baloncesto,12,Masculino,01,2212.371378723923,1867.3591708125775,2027.714139959211,9341.795854062888,105088.85177325479,177.28411481461552,1149456.5358572626,4434083.553301909
2025_04_1191,Mateo,Nahuel,Herrera,Murillo,66,173.24,69.23,AB-,medicina,2,programación,Esquí,10,Masculino,01,1927.259276553248,1607.287797369598,2004.278032298717,8041.438986847989,98683.52650002646,150.0641251687133,-455403.3559541092,3862558.9920933438
2025_04_1192,,Oscar,Montoya,Cruz,59,167.2,74.3,AB-,historia,5,dibujo,Skateboarding,5,Masculino,01,1634.9043008309582,,2028.5595077211049,13244.812748623242,93564.87124825231,32.499820827370954,239365.83582193477,3283052.4144105394
2025_04_1193,Adrián,Mariano,Castro,Paredes,64,162.2,75.19,B+,ingeniería civil,2,cocinar,Bodyboard,12,Masculino,01,1562.1962423195791,,2020.7275303433273,12083.621125480833,91875.7507566914,352.0280519238213,-531488.3620234831,3136475.105764639
2025_04_1194,Luciano,Oscar,Peña,Vargas,38,164.34,64.66,O+,diseño gráfico,1,escribir,Softbol,9,Masculino,01,1423.666179194827,1289.5865641537691,,6452.932820768846,89472.38622403581,178.4986759825659,2448922.843687464,2853784.291210423
2025_04_1195,Pedro,Luis,Trejo,Valencia,78,175.2,71.25,AB+,contaduría,0,dibujo,Escalada,12,Masculino,01,988.2065753918758,1268.713576548556,2017.7522377216587,6348.56788274278,80306.69863948728,115.1653030641825,921385.2811040222,1982760.7186664944
2025_04_1196,Álvaro,César,Arango,García,57,171.69,56.52,A+,derecho,0,cocinar,Karate,8,Masculino,01,1984.8578986894056,800.0164802908762,2011.3540695871036,4005.082401454381,100047.78006140122,59.069940181147146,207276.75590623613,3973719.8797802655
2025_04_1197,Gaspar,Rodrigo,Molina,Acosta,54,168.87,69.2,O+,medicina,2,leer,Fútbol sala,9,Masculino,01,1611.9961369009015,2948.625150451702,2028.2510170972419,14748.125752258511,93097.45325093529,67.54283053396748,964479.030009269,3238739.3995540617
2025_04_1198,Esteban,Omar,Fuentes,Ramírez,56,166.62,64.83,O-,enfermería,3,meditación,Pilates,11,Masculino,01,1563.1305292951847,1646.8030378487344,2017.8740996424567,8239.015189243672,91808.8335751774,132.49583043138747,292892.132235457,3134499.073779613
2025_04_1199,Lorenzo,Jesús,Espinosa,Rivera,61,169.85,71.52,A-,arquitectura,0,bailar,Parkour,2,Masculino,01,1191.5570392508216,2706.455481957801,2009.4723064917182,13537.277409789005,84125.30997976798,119.34579336527699,811499.6036860694,2396650.3559114323
2025_04_1200,Adrián,Cristóbal,Cabrera,Vargas,73,175.05,71.28,O+,ingeniería mecánica,3,jardinería,Ajedrez,4,Masculino,01,1684.5179570905177,1152.8209872100379,2026.9718486843258,5769.104936050189,94509.51460234012,45.61656578901467,827759.7633933923,3374804.0191170857
2025_04_1201,Isaac,Jaime,Arellano,Vásquez,47,176.99,68.02,AB-,relaciones internacionales,1,origami,Hockey,9,Masculino,01,1845.1982883172673,1155.1342007433539,,5780.6710037167695,97457.30595902773,96.71501841915999,-161149.1100723339,3696176.2476382516
2025_04_1202,Pedro,Álvaro,Peña,Ojeda,60,165.7,76.29,B-,química,1,jardinería,Patinaje,3,Masculino,01,824.9972316497757,2566.2003959052054,2026.5657087056336,12836.001979526027,77306.91589416451,67.260125907826,-97645.53990511237,1662829.4652790776
2025_04_1203,Froilán,Yahir,Del Valle,Pérez,33,178.08,72.79,O-,educación,6,escribir,Buceo,9,Masculino,01,1603.1076997463376,636.3096624901797,2018.9572760524647,3186.5483124508983,92640.8722765007,75.37308839731602,2015748.2295431453,3209400.947805126
2025_04_1204,Yahir,Álvaro,Rojas,Herrera,61,173.04,68.77,B-,sociología,3,meditación,Rally,7,Masculino,01,1496.8247023112726,674.257022772199,2017.6375540325541,3376.285113860995,90475.62066720208,42.56948913226533,-189099.08279184037,2997024.6897364063
2025_04_1205,Adrián,None,Del Valle,Olivares,31,168.39,69.28,A+,ingeniería mecánica,3,cocinar,Fútbol playa,5,Masculino,01,1146.2644027751658,2694.332739935169,2031.018666001472,13476.663699675844,83865.84803554747,452.6883695287911,-722869.8712887017,2306004.4692500075
2025_04_1206,Isaac,Raúl,Solís,Valenzuela,49,176.6,59.66,O+,ingeniería civil,3,senderismo,Dominó deportivo,12,Masculino,01,1382.2849444659428,1250.7068716854465,2023.598503241433,6258.534358427232,88363.65398656184,91.39862898339304,-327319.7519437544,2770827.4232903128
2025_04_1207,Héctor,Roberto,Venegas,Ladino,53,169.53,63.46,AB-,contaduría,2,pintar,Aeróbicos,5,Masculino,01,1951.1303762979926,2046.6281422177465,,10238.140711088732,99230.02742666546,135.08708471730523,-854100.2978560522,3912497.893307074
2025_04_1208,Leandro,Gaspar,Zamora,Martínez,48,163.88,56.28,AB+,administración de empresas,4,tocar guitarra,Buceo,1,Masculino,01,1482.9919780511568,,2017.2347754155035,14379.486538426827,90186.88282348824,252.65622382210222,724085.0324923759,2980362.4426407404
2025_04_1209,Adrián,Javier,Ladino,Camacho,63,174.46,71.49,O-,medicina,4,origami,Snorkel,9,Masculino,01,1248.243674461874,932.840384627508,,4669.20192313754,85506.09113120829,122.11092095876795,-211037.71226221797,2501155.5508468854
2025_04_1210,Vicente,Gustavo,Vega,,48,156.25,64.57,B-,economía,2,meditación,Esgrima,11,Masculino,01,1391.77970514365,2895.8648597445335,2037.3883602567644,14484.324298722668,88967.24491057593,104.86712641511347,589788.5902585154,2798042.734586023
2025_04_1211,Elías,Mariano,Maldonado,Sánchez,43,166.89,63.48,O+,sociología,2,pintar,Motociclismo,3,Masculino,01,1562.9155641487087,2659.968688150575,2022.2222433900154,13304.843440752875,91934.97858467462,239.41734124333377,352613.1746761151,3139134.9717381704
2025_04_1212,Andrés,Jacinto,Villalobos,,69,167.71,76.88,AB-,ingeniería civil,1,astronomía,Dominó deportivo,1,Masculino,01,1241.0397654756223,2842.1121855438782,2031.1677167600508,14215.56092771939,85765.82681231397,207.60726313069634,1870736.0905023157,2496294.091878964
2025_04_1213,,Hilario,Beltrán,Sanabria,42,178.09,61.05,O+,filosofía,0,coleccionar figuras,Paracaidismo,12,Masculino,01,1613.5922036610052,629.5124341467788,2010.617240081851,3152.562170733894,92600.36127567563,62.65401735367572,-114400.21915441097,3230335.969492744
2025_04_1214,Leonardo,Ricardo,Espinosa,Calderón,71,176.05,62.77,AB-,historia,1,cine,Paracaidismo,5,Masculino,01,1792.1439436121332,1523.1077154727527,2031.8841354463086,7620.538577363764,96809.40293563192,230.33780712156948,1520153.9235088695,3591907.42580163
2025_04_1215,Jesús,Jesús,Palacios,Benítez,32,167.8,73.14,AB+,biología,2,astronomía,Baloncesto,3,Masculino,01,881.9829100679278,1958.2630512699081,,9796.31525634954,78532.73535180723,189.72437610984008,936311.1470500141,1773761.135392205
2025_04_1216,Tomás,Abel,Arango,Navarro,49,171.96,67.73,AB+,periodismo,0,dibujo,Apnea,9,Masculino,01,1576.8239559427955,2453.693893001123,2030.2908910492952,12273.469465005615,92455.20585033477,132.7216003361435,1101555.6760409684,3165920.3813505964
